7.684	-0.034	0.345
7.684	-0.034	0.345
7.684	-0.034	0.345
7.684	-0.034	0.345
7.684	-0.034	0.345
7.685	-0.032	0.345
7.685	-0.032	0.345
7.685	-0.034	0.345
7.685	-0.034	0.345
7.685	-0.032	0.345
7.685	-0.032	0.345
7.685	-0.034	0.345
7.685	-0.034	0.345
7.685	-0.034	0.346
7.685	-0.034	0.346
7.686	-0.034	0.345
7.686	-0.034	0.345
7.686	-0.036	0.345
7.686	-0.036	0.345
7.686	-0.032	0.346
7.686	-0.032	0.346
7.686	-0.034	0.346
7.686	-0.034	0.346
7.686	-0.034	0.345
7.686	-0.034	0.345
7.687	-0.034	0.346
7.687	-0.034	0.346
7.687	-0.036	0.345
7.687	-0.036	0.345
7.687	-0.032	0.345
7.687	-0.032	0.345
7.687	-0.030	0.346
7.687	-0.030	0.346
7.687	-0.036	0.346
7.687	-0.036	0.346
7.688	-0.034	0.345
7.688	-0.034	0.345
7.688	-0.034	0.345
7.688	-0.034	0.345
7.688	-0.036	0.345
7.688	-0.036	0.345
7.688	-0.032	0.345
7.688	-0.032	0.345
7.688	-0.030	0.344
7.688	-0.030	0.344
7.689	-0.036	0.346
7.689	-0.036	0.346
7.689	-0.036	0.345
7.689	-0.036	0.345
7.689	-0.034	0.345
7.689	-0.034	0.345
7.689	-0.034	0.346
7.689	-0.034	0.346
7.689	-0.034	0.345
7.689	-0.034	0.345
7.690	-0.036	0.345
7.690	-0.036	0.345
7.690	-0.038	0.346
7.690	-0.038	0.346
7.690	-0.032	0.344
7.690	-0.032	0.344
7.690	-0.036	0.345
7.690	-0.036	0.345
7.690	-0.036	0.345
7.690	-0.036	0.345
7.691	-0.036	0.345
7.691	-0.036	0.345
7.691	-0.034	0.345
7.691	-0.034	0.345
7.691	-0.032	0.346
7.691	-0.032	0.346
7.691	-0.036	0.346
7.691	-0.036	0.346
7.691	-0.034	0.345
7.691	-0.034	0.345
7.692	-0.032	0.346
7.692	-0.032	0.346
7.692	-0.034	0.345
7.692	-0.034	0.345
7.692	-0.036	0.345
7.692	-0.036	0.345
7.692	-0.034	0.345
7.692	-0.034	0.345
7.692	-0.036	0.345
7.692	-0.036	0.345
7.693	-0.032	0.345
7.693	-0.032	0.345
7.693	-0.036	0.346
7.693	-0.036	0.346
7.693	-0.038	0.345
7.693	-0.038	0.345
7.693	-0.036	0.345
7.693	-0.036	0.345
7.693	-0.036	0.345
7.693	-0.036	0.345
7.694	-0.034	0.344
7.694	-0.034	0.344
7.694	-0.032	0.346
7.694	-0.032	0.346
7.694	-0.036	0.346
7.694	-0.036	0.346
7.694	-0.034	0.345
7.694	-0.034	0.345
7.694	-0.034	0.346
7.694	-0.034	0.346
7.695	-0.038	0.345
7.695	-0.038	0.345
7.695	-0.036	0.345
7.695	-0.036	0.345
7.695	-0.034	0.346
7.695	-0.034	0.346
7.695	-0.034	0.345
7.695	-0.034	0.345
7.695	-0.034	0.345
7.695	-0.034	0.345
7.696	-0.034	0.346
7.696	-0.034	0.346
7.696	-0.034	0.344
7.696	-0.034	0.344
7.696	-0.034	0.346
7.696	-0.034	0.346
7.696	-0.036	0.345
7.696	-0.036	0.345
7.696	-0.034	0.345
7.696	-0.034	0.345
7.697	-0.034	0.345
7.697	-0.034	0.345
7.697	-0.034	0.344
7.697	-0.034	0.344
7.697	-0.036	0.345
7.697	-0.036	0.345
7.697	-0.036	0.346
7.697	-0.036	0.346
7.697	-0.038	0.345
7.697	-0.038	0.345
7.698	-0.036	0.345
7.698	-0.036	0.345
7.698	-0.034	0.345
7.698	-0.034	0.345
7.698	-0.038	0.346
7.698	-0.038	0.346
7.698	-0.038	0.345
7.698	-0.038	0.345
7.698	-0.034	0.346
7.698	-0.034	0.346
7.699	-0.034	0.346
7.699	-0.034	0.346
7.699	-0.036	0.345
7.699	-0.036	0.345
7.699	-0.036	0.345
7.699	-0.036	0.345
7.699	-0.038	0.345
7.699	-0.038	0.345
7.699	-0.036	0.346
7.699	-0.036	0.346
7.700	-0.036	0.345
7.700	-0.036	0.345
7.700	-0.034	0.345
7.700	-0.034	0.345
7.700	-0.036	0.346
7.700	-0.036	0.346
7.700	-0.036	0.345
7.700	-0.036	0.345
7.700	-0.036	0.345
7.700	-0.036	0.345
7.701	-0.036	0.345
7.701	-0.036	0.345
7.701	-0.036	0.346
7.701	-0.036	0.346
7.701	-0.036	0.345
7.701	-0.036	0.345
7.701	-0.036	0.345
7.701	-0.036	0.345
7.701	-0.036	0.344
7.701	-0.036	0.344
7.702	-0.038	0.345
7.702	-0.038	0.345
7.702	-0.034	0.345
7.702	-0.034	0.345
7.702	-0.038	0.345
7.702	-0.038	0.345
7.702	-0.036	0.345
7.702	-0.036	0.345
7.702	-0.038	0.345
7.702	-0.038	0.345
7.703	-0.036	0.345
7.703	-0.036	0.345
7.703	-0.034	0.345
7.703	-0.034	0.345
7.703	-0.036	0.345
7.703	-0.036	0.345
7.703	-0.038	0.346
7.703	-0.038	0.346
7.703	-0.034	0.345
7.703	-0.034	0.345
7.704	-0.036	0.344
7.704	-0.036	0.344
7.704	-0.034	0.345
7.704	-0.034	0.345
7.704	-0.036	0.345
7.704	-0.036	0.345
7.704	-0.036	0.345
7.704	-0.036	0.345
7.704	-0.038	0.345
7.704	-0.038	0.345
7.705	-0.036	0.345
7.705	-0.036	0.345
7.705	-0.036	0.345
7.705	-0.036	0.345
7.705	-0.036	0.345
7.705	-0.036	0.345
7.705	-0.038	0.345
7.705	-0.038	0.345
7.705	-0.036	0.346
7.705	-0.036	0.346
7.706	-0.038	0.345
7.706	-0.038	0.345
