7.1850	0.420
7.1851	0.420
7.1852	0.420
7.1853	0.420
7.1854	0.420
7.1855	0.420
7.1856	0.420
7.1857	0.420
7.1858	0.420
7.1859	0.420
7.1860	0.420
7.1861	0.420
7.1862	0.420
7.1863	0.420
7.1864	0.420
7.1865	0.420
7.1866	0.420
7.1867	0.420
7.1868	0.420
7.1869	0.420
7.1870	0.420
7.1871	0.420
7.1872	0.420
7.1873	0.420
7.1874	0.420
7.1875	0.420
7.1876	0.420
7.1877	0.421
7.1878	0.421
7.1879	0.420
7.1880	0.420
7.1881	0.420
7.1882	0.420
7.1883	0.420
7.1884	0.420
7.1885	0.420
7.1886	0.420
7.1887	0.420
7.1888	0.420
7.1889	0.420
7.1890	0.420
7.1891	0.420
7.1892	0.420
7.1893	0.420
7.1894	0.420
7.1895	0.420
7.1896	0.420
7.1897	0.420
7.1898	0.420
7.1899	0.420
7.1900	0.420
7.1901	0.420
7.1902	0.420
7.1903	0.420
7.1904	0.420
7.1905	0.420
7.1906	0.420
7.1907	0.420
7.1908	0.420
7.1909	0.420
7.1910	0.420
7.1911	0.420
7.1912	0.420
7.1913	0.420
7.1914	0.420
7.1915	0.420
7.1916	0.420
7.1917	0.420
7.1918	0.420
7.1919	0.419
7.1920	0.419
7.1921	0.420
7.1922	0.420
7.1923	0.420
7.1924	0.420
7.1925	0.420
7.1926	0.420
7.1927	0.420
7.1928	0.420
7.1929	0.420
7.1930	0.420
7.1931	0.420
7.1932	0.420
7.1933	0.420
7.1934	0.420
7.1935	0.420
7.1936	0.420
7.1937	0.420
7.1938	0.420
7.1939	0.420
7.1940	0.420
7.1941	0.420
7.1942	0.420
7.1943	0.420
7.1944	0.420
7.1945	0.420
7.1946	0.420
7.1947	0.420
7.1948	0.420
7.1949	0.420
7.1950	0.420
7.1951	0.420
7.1952	0.420
7.1953	0.420
7.1954	0.420
7.1955	0.420
7.1956	0.420
7.1957	0.420
7.1958	0.420
7.1959	0.420
7.1960	0.420
7.1961	0.420
7.1962	0.420
7.1963	0.420
7.1964	0.420
7.1965	0.420
7.1966	0.420
7.1967	0.420
7.1968	0.420
7.1969	0.420
7.1970	0.420
7.1971	0.420
7.1972	0.420
7.1973	0.420
7.1974	0.420
7.1975	0.420
7.1976	0.420
7.1977	0.420
7.1978	0.420
7.1979	0.419
7.1980	0.419
7.1981	0.420
7.1982	0.420
7.1983	0.420
7.1984	0.420
7.1985	0.420
7.1986	0.420
7.1987	0.420
7.1988	0.420
7.1989	0.420
7.1990	0.420
7.1991	0.420
7.1992	0.420
7.1993	0.419
7.1994	0.419
7.1995	0.420
7.1996	0.420
7.1997	0.420
7.1998	0.420
7.1999	0.420
7.2000	0.420
7.2001	0.420
7.2002	0.420
7.2003	0.419
7.2004	0.419
7.2005	0.420
7.2006	0.420
7.2007	0.420
7.2008	0.420
7.2009	0.419
7.2010	0.419
7.2011	0.420
7.2012	0.420
7.2013	0.420
7.2014	0.420
7.2015	0.419
7.2016	0.419
7.2017	0.419
7.2018	0.419
7.2019	0.419
7.2020	0.419
7.2021	0.419
7.2022	0.419
7.2023	0.419
7.2024	0.419
7.2025	0.420
7.2026	0.420
7.2027	0.420
7.2028	0.420
7.2029	0.420
7.2030	0.420
7.2031	0.419
7.2032	0.419
7.2033	0.419
7.2034	0.419
7.2035	0.419
7.2036	0.419
7.2037	0.420
7.2038	0.420
7.2039	0.419
7.2040	0.419
7.2041	0.419
7.2042	0.419
7.2043	0.419
7.2044	0.419
7.2045	0.420
7.2046	0.420
7.2047	0.420
7.2048	0.420
7.2049	0.419
7.2050	0.419
7.2051	0.419
7.2052	0.419
7.2053	0.419
7.2054	0.419
7.2055	0.419
7.2056	0.419
7.2057	0.419
7.2058	0.419
7.2059	0.419
7.2060	0.419
7.2061	0.419
7.2062	0.419
7.2063	0.419
7.2064	0.419
7.2065	0.419
7.2066	0.419
7.2067	0.420
7.2068	0.420
7.2069	0.420
7.2070	0.420
7.2071	0.419
7.2072	0.419
7.2073	0.419
7.2074	0.419
7.2075	0.419
7.2076	0.419
7.2077	0.419
7.2078	0.419
7.2079	0.419
7.2080	0.419
7.2081	0.419
7.2082	0.419
7.2083	0.420
7.2084	0.420
7.2085	0.419
7.2086	0.419
7.2087	0.419
7.2088	0.419
7.2089	0.419
7.2090	0.419
7.2091	0.419
7.2092	0.419
7.2093	0.420
7.2094	0.420
7.2095	0.420
7.2096	0.420
7.2097	0.419
7.2098	0.419
7.2099	0.419
7.2100	0.419
7.2101	0.419
7.2102	0.419
7.2103	0.419
7.2104	0.419
7.2105	0.420
7.2106	0.420
7.2107	0.419
7.2108	0.419
7.2109	0.419
7.2110	0.419
7.2111	0.420
7.2112	0.420
7.2113	0.419
7.2114	0.419
7.2115	0.420
7.2116	0.420
7.2117	0.420
7.2118	0.420
7.2119	0.418
7.2120	0.418
7.2121	0.418
7.2122	0.418
7.2123	0.419
7.2124	0.419
7.2125	0.419
7.2126	0.419
7.2127	0.418
7.2128	0.418
7.2129	0.419
7.2130	0.419
7.2131	0.419
7.2132	0.419
7.2133	0.418
7.2134	0.418
7.2135	0.419
7.2136	0.419
7.2137	0.419
7.2138	0.419
7.2139	0.419
7.2140	0.419
7.2141	0.419
7.2142	0.419
7.2143	0.419
7.2144	0.419
7.2145	0.419
7.2146	0.419
7.2147	0.418
7.2148	0.418
7.2149	0.419
7.2150	0.419
7.2151	0.419
7.2152	0.419
7.2153	0.418
7.2154	0.418
7.2155	0.418
7.2156	0.418
7.2157	0.419
7.2158	0.419
7.2159	0.419
7.2160	0.419
7.2161	0.418
7.2162	0.418
7.2163	0.418
7.2164	0.418
7.2165	0.418
7.2166	0.418
7.2167	0.418
7.2168	0.418
7.2169	0.418
7.2170	0.418
7.2171	0.419
7.2172	0.419
7.2173	0.419
7.2174	0.419
7.2175	0.418
7.2176	0.418
7.2177	0.419
7.2178	0.419
7.2179	0.419
7.2180	0.419
7.2181	0.418
7.2182	0.418
7.2183	0.419
7.2184	0.419
7.2185	0.418
7.2186	0.418
7.2187	0.418
7.2188	0.418
7.2189	0.419
7.2190	0.419
7.2191	0.418
7.2192	0.418
7.2193	0.418
7.2194	0.418
7.2195	0.419
7.2196	0.419
7.2197	0.418
7.2198	0.418
7.2199	0.419
7.2200	0.419
7.2201	0.419
7.2202	0.419
7.2203	0.419
7.2204	0.419
7.2205	0.419
7.2206	0.419
7.2207	0.418
7.2208	0.418
7.2209	0.418
7.2210	0.418
7.2211	0.418
7.2212	0.418
7.2213	0.419
7.2214	0.419
7.2215	0.418
7.2216	0.418
7.2217	0.419
7.2218	0.419
7.2219	0.419
7.2220	0.419
7.2221	0.418
7.2222	0.418
7.2223	0.419
7.2224	0.419
7.2225	0.419
7.2226	0.419
7.2227	0.418
7.2228	0.418
7.2229	0.419
7.2230	0.419
7.2231	0.418
7.2232	0.418
7.2233	0.419
7.2234	0.419
7.2235	0.418
7.2236	0.418
7.2237	0.418
7.2238	0.418
7.2239	0.418
7.2240	0.418
7.2241	0.418
7.2242	0.418
7.2243	0.418
7.2244	0.418
7.2245	0.418
7.2246	0.418
7.2247	0.418
7.2248	0.418
7.2249	0.418
7.2250	0.418
7.2251	0.418
7.2252	0.418
7.2253	0.418
7.2254	0.418
7.2255	0.419
7.2256	0.419
7.2257	0.418
7.2258	0.418
7.2259	0.419
7.2260	0.419
7.2261	0.417
7.2262	0.417
7.2263	0.418
7.2264	0.418
7.2265	0.418
7.2266	0.418
7.2267	0.418
7.2268	0.418
7.2269	0.418
7.2270	0.418
7.2271	0.418
7.2272	0.418
7.2273	0.418
7.2274	0.418
7.2275	0.418
7.2276	0.418
7.2277	0.418
7.2278	0.418
7.2279	0.418
7.2280	0.418
7.2281	0.419
7.2282	0.419
7.2283	0.418
7.2284	0.418
7.2285	0.418
7.2286	0.418
7.2287	0.418
7.2288	0.418
7.2289	0.418
7.2290	0.418
7.2291	0.418
7.2292	0.418
7.2293	0.418
7.2294	0.418
7.2295	0.418
7.2296	0.418
7.2297	0.417
7.2298	0.417
7.2299	0.418
7.2300	0.418
7.2301	0.418
7.2302	0.418
7.2303	0.418
7.2304	0.418
7.2305	0.418
7.2306	0.418
7.2307	0.418
7.2308	0.418
7.2309	0.418
7.2310	0.418
7.2311	0.418
7.2312	0.418
7.2313	0.418
7.2314	0.418
7.2315	0.418
7.2316	0.418
7.2317	0.418
7.2318	0.418
7.2319	0.418
7.2320	0.418
7.2321	0.418
7.2322	0.418
7.2323	0.417
7.2324	0.417
7.2325	0.418
7.2326	0.418
7.2327	0.417
7.2328	0.417
7.2329	0.418
7.2330	0.418
7.2331	0.418
7.2332	0.418
7.2333	0.418
7.2334	0.418
7.2335	0.417
7.2336	0.417
7.2337	0.418
7.2338	0.418
7.2339	0.417
7.2340	0.417
7.2341	0.417
7.2342	0.417
7.2343	0.418
7.2344	0.418
7.2345	0.418
7.2346	0.418
7.2347	0.417
7.2348	0.417
7.2349	0.417
7.2350	0.417
7.2351	0.418
7.2352	0.418
7.2353	0.417
7.2354	0.417
7.2355	0.418
7.2356	0.418
7.2357	0.417
7.2358	0.417
7.2359	0.418
7.2360	0.418
7.2361	0.418
7.2362	0.418
7.2363	0.418
7.2364	0.418
7.2365	0.418
7.2366	0.418
7.2367	0.418
7.2368	0.418
7.2369	0.418
7.2370	0.418
7.2371	0.417
7.2372	0.417
7.2373	0.418
7.2374	0.418
7.2375	0.418
7.2376	0.418
7.2377	0.418
7.2378	0.418
7.2379	0.419
7.2380	0.419
7.2381	0.417
7.2382	0.417
7.2383	0.417
7.2384	0.417
7.2385	0.418
7.2386	0.418
7.2387	0.418
7.2388	0.418
7.2389	0.417
7.2390	0.417
7.2391	0.418
7.2392	0.418
7.2393	0.417
7.2394	0.417
7.2395	0.417
7.2396	0.417
7.2397	0.418
7.2398	0.418
7.2399	0.418
7.2400	0.418
7.2401	0.418
7.2402	0.418
7.2403	0.417
7.2404	0.417
7.2405	0.416
7.2406	0.416
7.2407	0.418
7.2408	0.418
7.2409	0.418
7.2410	0.418
7.2411	0.418
7.2412	0.418
7.2413	0.418
7.2414	0.418
7.2415	0.417
7.2416	0.417
7.2417	0.418
7.2418	0.418
7.2419	0.418
7.2420	0.418
7.2421	0.417
7.2422	0.417
7.2423	0.418
7.2424	0.418
7.2425	0.417
7.2426	0.417
7.2427	0.416
7.2428	0.416
7.2429	0.417
7.2430	0.417
7.2431	0.417
7.2432	0.417
7.2433	0.417
7.2434	0.417
7.2435	0.418
7.2436	0.418
7.2437	0.417
7.2438	0.417
7.2439	0.416
7.2440	0.416
7.2441	0.417
7.2442	0.417
7.2443	0.417
7.2444	0.417
7.2445	0.417
7.2446	0.417
7.2447	0.416
7.2448	0.416
7.2449	0.417
7.2450	0.417
7.2451	0.418
7.2452	0.418
7.2453	0.417
7.2454	0.417
7.2455	0.417
7.2456	0.417
7.2457	0.417
7.2458	0.417
7.2459	0.417
7.2460	0.417
7.2461	0.416
7.2462	0.416
7.2463	0.418
7.2464	0.418
7.2465	0.417
7.2466	0.417
7.2467	0.417
7.2468	0.417
7.2469	0.416
7.2470	0.416
7.2471	0.417
7.2472	0.417
7.2473	0.417
7.2474	0.417
7.2475	0.416
7.2476	0.416
7.2477	0.416
7.2478	0.416
7.2479	0.417
7.2480	0.417
7.2481	0.417
7.2482	0.417
7.2483	0.417
7.2484	0.417
7.2485	0.417
7.2486	0.417
7.2487	0.417
7.2488	0.417
7.2489	0.417
7.2490	0.417
7.2491	0.416
7.2492	0.416
7.2493	0.417
7.2494	0.417
7.2495	0.417
7.2496	0.417
7.2497	0.416
7.2498	0.416
7.2499	0.416
7.2500	0.416
7.2501	0.416
7.2502	0.416
7.2503	0.417
7.2504	0.417
7.2505	0.417
7.2506	0.417
7.2507	0.417
7.2508	0.417
7.2509	0.417
7.2510	0.417
7.2511	0.416
7.2512	0.416
7.2513	0.416
7.2514	0.416
7.2515	0.417
7.2516	0.417
7.2517	0.417
7.2518	0.417
7.2519	0.417
7.2520	0.417
7.2521	0.416
7.2522	0.416
7.2523	0.416
7.2524	0.416
7.2525	0.416
7.2526	0.416
7.2527	0.417
7.2528	0.417
7.2529	0.417
7.2530	0.417
7.2531	0.416
7.2532	0.416
7.2533	0.416
7.2534	0.416
7.2535	0.416
7.2536	0.416
7.2537	0.417
7.2538	0.417
7.2539	0.416
7.2540	0.416
7.2541	0.417
7.2542	0.417
7.2543	0.417
7.2544	0.417
7.2545	0.416
7.2546	0.416
7.2547	0.416
7.2548	0.416
7.2549	0.416
7.2550	0.416
7.2551	0.416
7.2552	0.416
7.2553	0.417
7.2554	0.417
7.2555	0.416
7.2556	0.416
7.2557	0.416
7.2558	0.416
7.2559	0.416
7.2560	0.416
7.2561	0.416
7.2562	0.416
7.2563	0.417
7.2564	0.417
7.2565	0.416
7.2566	0.416
7.2567	0.416
7.2568	0.416
7.2569	0.416
7.2570	0.416
7.2571	0.417
7.2572	0.417
7.2573	0.416
7.2574	0.416
7.2575	0.416
7.2576	0.416
7.2577	0.416
7.2578	0.416
7.2579	0.416
7.2580	0.416
7.2581	0.416
7.2582	0.416
7.2583	0.416
7.2584	0.416
7.2585	0.416
7.2586	0.416
7.2587	0.416
7.2588	0.416
7.2589	0.416
7.2590	0.416
7.2591	0.416
7.2592	0.416
7.2593	0.416
7.2594	0.416
7.2595	0.416
7.2596	0.416
7.2597	0.416
7.2598	0.416
7.2599	0.416
7.2600	0.416
7.2601	0.416
7.2602	0.416
7.2603	0.416
7.2604	0.416
7.2605	0.416
7.2606	0.416
7.2607	0.416
7.2608	0.416
7.2609	0.415
7.2610	0.415
7.2611	0.415
7.2612	0.415
7.2613	0.416
7.2614	0.416
7.2615	0.415
7.2616	0.415
7.2617	0.416
7.2618	0.416
7.2619	0.416
7.2620	0.416
7.2621	0.416
7.2622	0.416
7.2623	0.416
7.2624	0.416
7.2625	0.415
7.2626	0.415
7.2627	0.415
7.2628	0.415
7.2629	0.415
7.2630	0.415
7.2631	0.415
7.2632	0.415
